Complexity metrics,sábado, 4 dez 2021 22:17:09 GMT
Method,CogC,ev(G),iv(G),v(G)
"org.jabref.gui.desktop.os.Windows.openFileWithApplication(String,String)",0,1,1,1
"org.jabref.gui.desktop.os.Windows.openFolderAndSelectFile(Path)",0,1,1,1
"org.jabref.gui.dialogs.AutosaveUiManager.AutosaveUiManager(LibraryTab)",0,1,1,1
"org.jabref.gui.dialogs.AutosaveUiManager.listen(AutosaveEvent)",1,1,2,2
"org.jabref.gui.dialogs.BackupUIManager.BackupUIManager()",0,1,1,1
"org.jabref.gui.dialogs.BackupUIManager.showRestoreBackupDialog(DialogService,Path)",1,1,2,2
"org.jabref.gui.documentviewer.DocumentViewModel.getMaxPages()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewModel.maxPagesProperty()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerControl.DocumentViewerControl(TaskExecutor)",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerControl.DocumentViewerPage.DocumentViewerPage(DocumentPageViewModel)",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerControl.DocumentViewerPage.getDesiredHeight()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerControl.DocumentViewerPage.getDesiredWidth()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerControl.DocumentViewerPage.getNode()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerControl.DocumentViewerPage.getPageNumber()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerControl.DocumentViewerPage.isReusable()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerControl.DocumentViewerPage.renderPage(DocumentPageViewModel)",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerControl.DocumentViewerPage.updateItem(DocumentPageViewModel)",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerControl.DocumentViewerPage.updateSize()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerControl.changePageWidth(int)",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerControl.currentPageProperty()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerControl.getCurrentPage()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerControl.scrollYMaxProperty()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerControl.scrollYProperty()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerControl.setPageHeight(double)",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerControl.setPageWidth(double)",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerControl.show(DocumentViewModel)",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerControl.showPage(int)",1,1,2,2
"org.jabref.gui.documentviewer.DocumentViewerControl.updateCurrentPage(ObservableList<DocumentViewerPage>)",5,2,3,5
"org.jabref.gui.documentviewer.DocumentViewerControl.updateSizeOfDisplayedPages()",3,1,3,3
"org.jabref.gui.documentviewer.DocumentViewerView.DocumentViewerView()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerView.fitSinglePage(ActionEvent)",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerView.fitWidth(ActionEvent)",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerView.gotoPage(int)",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerView.initialize()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerView.nextPage(ActionEvent)",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerView.previousPage(ActionEvent)",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerView.setLiveMode(boolean)",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerView.setupFileChoice()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerView.setupModeButtons()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerView.setupPageControls()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerView.setupScrollbar()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerView.setupViewer()",2,1,2,2
"org.jabref.gui.documentviewer.DocumentViewerView.zoomIn(ActionEvent)",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerView.zoomOut(ActionEvent)",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerViewModel.DocumentViewerViewModel(StateManager,PreferencesService)",5,1,3,4
"org.jabref.gui.documentviewer.DocumentViewerViewModel.currentDocumentProperty()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerViewModel.currentPageProperty()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerViewModel.filesProperty()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerViewModel.getCurrentPage()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerViewModel.isLiveMode()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerViewModel.liveModeProperty()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerViewModel.maxPagesProperty()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerViewModel.setCurrentDocument(Path)",1,1,2,2
"org.jabref.gui.documentviewer.DocumentViewerViewModel.setCurrentEntries(List<BibEntry>)",1,1,2,2
"org.jabref.gui.documentviewer.DocumentViewerViewModel.setCurrentEntry(BibEntry)",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerViewModel.showNextPage()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerViewModel.showPage(int)",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerViewModel.showPreviousPage()",0,1,1,1
"org.jabref.gui.documentviewer.DocumentViewerViewModel.switchToFile(LinkedFile)",1,1,2,2
"org.jabref.gui.documentviewer.PageDimension.FixedHeightPageDimension.FixedHeightPageDimension(int)",0,1,1,1
"org.jabref.gui.documentviewer.PageDimension.FixedHeightPageDimension.getHeight(double)",0,1,1,1
"org.jabref.gui.documentviewer.PageDimension.FixedHeightPageDimension.getWidth(double)",0,1,1,1
"org.jabref.gui.documentviewer.PageDimension.FixedWidthPageDimension.FixedWidthPageDimension(int)",0,1,1,1
"org.jabref.gui.documentviewer.PageDimension.FixedWidthPageDimension.getHeight(double)",0,1,1,1
"org.jabref.gui.documentviewer.PageDimension.FixedWidthPageDimension.getWidth(double)",0,1,1,1
"org.jabref.gui.documentviewer.PageDimension.ofFixedHeight(double)",0,1,1,1
"org.jabref.gui.documentviewer.PageDimension.ofFixedHeight(int)",0,1,1,1
"org.jabref.gui.documentviewer.PageDimension.ofFixedWidth(double)",0,1,1,1
"org.jabref.gui.documentviewer.PageDimension.ofFixedWidth(int)",0,1,1,1
"org.jabref.gui.documentviewer.PdfDocumentPageViewModel.PdfDocumentPageViewModel(PDPage,int,PDDocument)",0,1,1,1
"org.jabref.gui.documentviewer.PdfDocumentPageViewModel.getAspectRatio()",0,1,1,1
"org.jabref.gui.documentviewer.PdfDocumentPageViewModel.getPageNumber()",0,1,1,1
"org.jabref.gui.documentviewer.PdfDocumentPageViewModel.render(int,int)",1,1,1,2
"org.jabref.gui.documentviewer.PdfDocumentPageViewModel.resize(BufferedImage,int,int)",0,1,1,1
"org.jabref.gui.documentviewer.PdfDocumentViewModel.PdfDocumentViewModel(PDDocument)",0,1,1,1
"org.jabref.gui.documentviewer.PdfDocumentViewModel.getPages()",1,1,2,2
"org.jabref.gui.documentviewer.PdfDocumentViewModelTest.getPagesTest(Path)",0,1,1,1
"org.jabref.gui.documentviewer.ShowDocumentViewerAction.ShowDocumentViewerAction(StateManager,PreferencesService)",0,1,1,1
"org.jabref.gui.documentviewer.ShowDocumentViewerAction.execute()",0,1,1,1
"org.jabref.gui.duplicationFinder.DuplicateResolverDialog.DuplicateResolverDialog(BibEntry,BibEntry,DuplicateResolverType,BibDatabaseContext,StateManager)",0,1,1,1
"org.jabref.gui.duplicationFinder.DuplicateResolverDialog.getMergedEntry()",0,1,1,1
"org.jabref.gui.duplicationFinder.DuplicateResolverDialog.init(BibEntry,BibEntry,DuplicateResolverType)",9,6,7,11
"org.jabref.gui.duplicationFinder.DuplicateSearch.DuplicateSearch(JabRefFrame,DialogService,StateManager)",0,1,1,1
"org.jabref.gui.duplicationFinder.DuplicateSearch.DuplicateSearchResult.getDuplicateCount()",0,1,1,1
"org.jabref.gui.duplicationFinder.DuplicateSearch.DuplicateSearchResult.getToAdd()",0,1,1,1
"org.jabref.gui.duplicationFinder.DuplicateSearch.DuplicateSearchResult.getToRemove()",0,1,1,1
"org.jabref.gui.duplicationFinder.DuplicateSearch.DuplicateSearchResult.isToRemove(BibEntry)",0,1,1,1
"org.jabref.gui.duplicationFinder.DuplicateSearch.DuplicateSearchResult.remove(BibEntry)",0,1,1,1
"org.jabref.gui.duplicationFinder.DuplicateSearch.DuplicateSearchResult.replace(BibEntry,BibEntry,BibEntry)",0,1,1,1
"org.jabref.gui.duplicationFinder.DuplicateSearch.askResolveStrategy(DuplicateSearchResult,BibEntry,BibEntry,DuplicateResolverType)",7,1,6,7
"org.jabref.gui.duplicationFinder.DuplicateSearch.execute()",1,2,1,2
"org.jabref.gui.duplicationFinder.DuplicateSearch.handleDuplicates(DuplicateSearchResult)",3,2,3,4
"org.jabref.gui.duplicationFinder.DuplicateSearch.searchPossibleDuplicates(List<BibEntry>,BibDatabaseMode)",9,4,4,5
"org.jabref.gui.duplicationFinder.DuplicateSearch.verifyDuplicates()",19,6,7,10
"org.jabref.gui.edit.CopyDoiUrlAction.CopyDoiUrlAction(TextArea)",0,1,1,1
"org.jabref.gui.edit.CopyDoiUrlAction.execute()",2,1,2,2
"org.jabref.gui.edit.CopyMoreAction.CopyMoreAction(StandardActions,DialogService,StateManager,ClipBoardManager,PreferencesService)",0,1,1,1
"org.jabref.gui.edit.CopyMoreAction.copyCiteKey()",3,2,3,3
"org.jabref.gui.edit.CopyMoreAction.copyDoi()",3,2,3,3
"org.jabref.gui.edit.CopyMoreAction.copyKey()",3,2,3,3
"org.jabref.gui.edit.CopyMoreAction.copyKeyAndLink()",8,2,6,6
"org.jabref.gui.edit.CopyMoreAction.copyKeyAndTitle()",7,2,6,6
"org.jabref.gui.edit.CopyMoreAction.copyTitle()",3,2,3,3
"org.jabref.gui.edit.CopyMoreAction.execute()",3,2,8,9
"org.jabref.gui.edit.CopyMoreActionTest.setUp()",0,1,1,1
"org.jabref.gui.edit.CopyMoreActionTest.testExecuteCopyDoiOnPartialSuccess()",0,1,1,1
"org.jabref.gui.edit.CopyMoreActionTest.testExecuteCopyDoiOnSuccess()",0,1,1,1
"org.jabref.gui.edit.CopyMoreActionTest.testExecuteCopyDoiWithNoDoi()",0,1,1,1
"org.jabref.gui.edit.CopyMoreActionTest.testExecuteCopyKeyOnPartialSuccess()",0,1,1,1
"org.jabref.gui.edit.CopyMoreActionTest.testExecuteCopyKeyOnSuccess()",0,1,1,1
"org.jabref.gui.edit.CopyMoreActionTest.testExecuteCopyKeyWithNoKey()",0,1,1,1
"org.jabref.gui.edit.CopyMoreActionTest.testExecuteCopyTitleOnPartialSuccess()",0,1,1,1
"org.jabref.gui.edit.CopyMoreActionTest.testExecuteCopyTitleOnSuccess()",0,1,1,1
"org.jabref.gui.edit.CopyMoreActionTest.testExecuteCopyTitleWithNoTitle()",0,1,1,1
"org.jabref.gui.edit.CopyMoreActionTest.testExecuteOnFail()",0,1,1,1
"org.jabref.gui.edit.EditAction.EditAction(StandardActions,JabRefFrame,StateManager)",2,1,2,2
"org.jabref.gui.edit.EditAction.execute()",9,1,11,11
"org.jabref.gui.edit.EditAction.toString()",0,1,1,1
"org.jabref.gui.edit.ManageKeywordsAction.ManageKeywordsAction(StateManager)",0,1,1,1
"org.jabref.gui.edit.ManageKeywordsAction.execute()",0,1,1,1
"org.jabref.gui.edit.ManageKeywordsDialog.ManageKeywordsDialog(List<BibEntry>)",2,1,2,2
"org.jabref.gui.edit.ManageKeywordsDialog.initialize()",3,2,2,2
"org.jabref.gui.edit.ManageKeywordsViewModel.ManageKeywordsViewModel(PreferencesService,List<BibEntry>)",0,1,1,1
"org.jabref.gui.edit.ManageKeywordsViewModel.displayTypeProperty()",0,1,1,1
"org.jabref.gui.edit.ManageKeywordsViewModel.fillKeywordsList(ManageKeywordsDisplayType)",8,3,6,6
"org.jabref.gui.edit.ManageKeywordsViewModel.getDisplayType()",0,1,1,1
"org.jabref.gui.edit.ManageKeywordsViewModel.getKeywords()",0,1,1,1
"org.jabref.gui.edit.ManageKeywordsViewModel.removeKeyword(String)",0,1,1,1
"org.jabref.gui.edit.ManageKeywordsViewModel.saveChanges()",8,2,6,7
"org.jabref.gui.edit.ManageKeywordsViewModel.updateKeywords(List<BibEntry>,KeywordList,KeywordList)",1,1,2,2
"org.jabref.gui.edit.ManageKeywordsViewModelTest.keywordsFilledInCorrectly()",0,1,1,1
"org.jabref.gui.edit.ManageKeywordsViewModelTest.removedKeywordNotIncludedInKeywordsList()",0,1,1,1
"org.jabref.gui.edit.ManageKeywordsViewModelTest.setUp()",0,1,1,1
"org.jabref.gui.edit.MassSetFieldsAction.MassSetFieldsAction(StateManager,DialogService,UndoManager)",0,1,1,1
"org.jabref.gui.edit.MassSetFieldsAction.execute()",0,1,1,1
"org.jabref.gui.edit.MassSetFieldsDialog.MassSetFieldsDialog(List<BibEntry>,BibDatabaseContext,DialogService,UndoManager)",2,1,2,2
"org.jabref.gui.edit.MassSetFieldsDialog.init()",0,1,1,1
"org.jabref.gui.edit.MassSetFieldsDialog.massAppendField(Collection<BibEntry>,Field,String)",2,1,2,3
"org.jabref.gui.edit.MassSetFieldsDialog.massRenameField(Collection<BibEntry>,Field,Field,boolean)",7,4,5,7
"org.jabref.gui.edit.MassSetFieldsDialog.massSetField(Collection<BibEntry>,Field,String,boolean)",7,3,5,6
"org.jabref.gui.edit.MassSetFieldsDialog.performEdits()",6,1,3,5
"org.jabref.gui.edit.OpenBrowserAction.OpenBrowserAction(String)",0,1,1,1
"org.jabref.gui.edit.OpenBrowserAction.execute()",0,1,1,1
"org.jabref.gui.edit.ReplaceStringAction.ReplaceStringAction(JabRefFrame,StateManager)",0,1,1,1
"org.jabref.gui.edit.ReplaceStringAction.execute()",0,1,1,1
"org.jabref.gui.edit.ReplaceStringView.ReplaceStringView(LibraryTab)",0,1,1,1
"org.jabref.gui.edit.ReplaceStringView.buttonReplace()",1,2,2,2
"org.jabref.gui.edit.ReplaceStringView.initialize()",0,1,1,1
"org.jabref.gui.edit.ReplaceStringViewModel.ReplaceStringViewModel(LibraryTab)",0,1,1,1
"org.jabref.gui.edit.ReplaceStringViewModel.allFieldReplaceProperty()",0,1,1,1
"org.jabref.gui.edit.ReplaceStringViewModel.fieldStringProperty()",0,1,1,1
"org.jabref.gui.edit.ReplaceStringViewModel.findStringProperty()",0,1,1,1
"org.jabref.gui.edit.ReplaceStringViewModel.replace()",6,1,4,4
"org.jabref.gui.edit.ReplaceStringViewModel.replaceField(BibEntry,Field,NamedCompound)",2,2,2,3
"org.jabref.gui.edit.ReplaceStringViewModel.replaceItem(BibEntry,NamedCompound)",6,1,4,4
"org.jabref.gui.edit.ReplaceStringViewModel.replaceStringProperty()",0,1,1,1
"org.jabref.gui.edit.ReplaceStringViewModel.selectOnlyProperty()",0,1,1,1
"org.jabref.gui.edit.ReplaceStringViewModelTest.setUp()",0,1,1,1
"org.jabref.gui.edit.ReplaceStringViewModelTest.testReplace(String,String,String,boolean,boolean,int)",0,1,1,1
"org.jabref.gui.entryeditor.DeprecatedFieldsTab.DeprecatedFieldsTab(BibDatabaseContext,SuggestionProviders,UndoManager,DialogService,PreferencesService,StateManager,BibEntryTypesManager,ExternalFileTypes,TaskExecutor,JournalAbbreviationRepository)",0,1,1,1
"org.jabref.gui.entryeditor.DeprecatedFieldsTab.determineFieldsToShow(BibEntry)",2,2,2,2
"org.jabref.gui.entryeditor.EntryEditor.EntryEditor(LibraryTab,ExternalFileTypes)",9,1,7,7
"org.jabref.gui.entryeditor.EntryEditor.close()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditor.createTabs()",1,1,2,2
"org.jabref.gui.entryeditor.EntryEditor.deleteEntry()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditor.fetchAndMerge(EntryBasedFetcher)",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditor.generateCiteKeyButton()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditor.getEntry()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditor.getSelectedTab()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditor.navigateToNextEntry()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditor.navigateToPreviousEntry()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditor.nextPreviewStyle()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditor.previousPreviewStyle()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditor.recalculateVisibleTabs()",5,1,4,4
"org.jabref.gui.entryeditor.EntryEditor.setEntry(BibEntry)",2,1,3,3
"org.jabref.gui.entryeditor.EntryEditor.setFocusToField(Field)",6,1,4,4
"org.jabref.gui.entryeditor.EntryEditor.setupKeyBindings()",5,1,2,8
"org.jabref.gui.entryeditor.EntryEditor.setupToolBar()",4,1,3,3
"org.jabref.gui.entryeditor.EntryEditorPreferences.EntryEditorPreferences(Map<String, Set<Field>>,boolean,boolean,boolean,boolean,boolean,boolean,boolean,double)",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.allowIntegerEditionBibtexProperty()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.dividerPositionProperty()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.enableValidationProperty()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.entryEditorTabListProperty()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.getDividerPosition()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.getEntryEditorTabList()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.isMrdlibAccepted()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.isMrdlibAcceptedProperty()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.setAllowIntegerEditionBibtex(boolean)",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.setDividerPosition(double)",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.setEnableValidation(boolean)",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.setEntryEditorTabList(Map<String, Set<Field>>)",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.setIsMrdlibAccepted(boolean)",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.setShouldOpenOnNewEntry(boolean)",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.setShouldShowLatexCitationsTab(boolean)",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.setShouldShowRecommendationsTab(boolean)",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.setShowSourceTabByDefault(boolean)",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.shouldAllowIntegerEditionBibtex()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.shouldEnableValidation()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.shouldOpenOnNewEntry()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.shouldOpenOnNewEntryProperty()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.shouldShowLatexCitationsTab()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.shouldShowLatexCitationsTabProperty()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.shouldShowRecommendationsTab()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.shouldShowRecommendationsTabProperty()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.showSourceTabByDefault()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorPreferences.showSourceTabByDefaultProperty()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorTab.handleFocus()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorTab.nextPreviewStyle()",0,1,1,1
"org.jabref.gui.entryeditor.EntryEditorTab.notifyAboutFocus(BibEntry)",2,1,3,3
"org.jabref.gui.entryeditor.EntryEditorTab.previousPreviewStyle()",0,1,1,1
"org.jabref.gui.entryeditor.FieldsEditorTab.FieldsEditorTab(boolean,BibDatabaseContext,SuggestionProviders,UndoManager,DialogService,PreferencesService,StateManager,ExternalFileTypes,TaskExecutor,JournalAbbreviationRepository)",0,1,1,1
"org.jabref.gui.entryeditor.FieldsEditorTab.addColumn(GridPane,int,List<Label>)",0,1,1,1
"org.jabref.gui.entryeditor.FieldsEditorTab.addColumn(GridPane,int,Stream<Parent>)",0,1,1,1
"org.jabref.gui.entryeditor.FieldsEditorTab.bindToEntry(BibEntry)",1,1,2,2
"org.jabref.gui.entryeditor.FieldsEditorTab.getShownFields()",0,1,1,1
"org.jabref.gui.entryeditor.FieldsEditorTab.initPanel()",3,1,3,3
"org.jabref.gui.entryeditor.FieldsEditorTab.nextPreviewStyle()",1,1,2,2
"org.jabref.gui.entryeditor.FieldsEditorTab.previousPreviewStyle()",1,1,2,2
"org.jabref.gui.entryeditor.FieldsEditorTab.requestFocus(Field)",1,1,2,2
"org.jabref.gui.entryeditor.FieldsEditorTab.setCompressedRowLayout(GridPane,int)",3,1,3,3
"org.jabref.gui.entryeditor.FieldsEditorTab.setRegularRowLayout(GridPane)",1,1,2,2
"org.jabref.gui.entryeditor.FieldsEditorTab.setupPanel(BibEntry,boolean)",4,2,3,4
"org.jabref.gui.entryeditor.FieldsEditorTab.shouldShow(BibEntry)",0,1,1,1
"org.jabref.gui.entryeditor.LatexCitationsTab.LatexCitationsTab(BibDatabaseContext,PreferencesService,TaskExecutor,DialogService)",0,1,1,1
"org.jabref.gui.entryeditor.LatexCitationsTab.bindToEntry(BibEntry)",0,1,1,1
"org.jabref.gui.entryeditor.LatexCitationsTab.getCitationsPane()",0,1,1,1
"org.jabref.gui.entryeditor.LatexCitationsTab.getErrorPane()",0,1,1,1
"org.jabref.gui.entryeditor.LatexCitationsTab.getLatexDirectoryBox()",0,1,1,1
"org.jabref.gui.entryeditor.LatexCitationsTab.getNotFoundPane()",0,1,1,1
"org.jabref.gui.entryeditor.LatexCitationsTab.setSearchPane()",2,1,1,5
"org.jabref.gui.entryeditor.LatexCitationsTab.shouldShow(BibEntry)",0,1,1,1
"org.jabref.gui.entryeditor.LatexCitationsTabViewModel.LatexCitationsTabViewModel(BibDatabaseContext,PreferencesService,TaskExecutor,DialogService)",0,1,1,1
